timestamp,open,high,low,close,volume
2020-01-01 00:00:00+00:00,100.0,101.6952,99.5,100.4669,1082305
2020-01-02 00:00:00+00:00,100.4669,101.3689,98.4259,98.9205,1324732
2020-01-03 00:00:00+00:00,98.9205,100.0735,98.915,100.049,1640203
2020-01-04 00:00:00+00:00,100.049,102.1862,99.8324,101.4795,979968
2020-01-05 00:00:00+00:00,101.4795,101.89,98.2197,98.5613,1687362
2020-01-06 00:00:00+00:00,98.5613,98.6931,96.4875,96.6632,454751
2020-01-07 00:00:00+00:00,96.6632,98.079,96.1799,96.8573,978063
2020-01-08 00:00:00+00:00,96.8573,97.8194,95.9253,96.4073,984090
2020-01-09 00:00:00+00:00,96.4073,97.8338,95.9095,96.3915,747667
2020-01-10 00:00:00+00:00,96.3915,96.7076,94.9328,95.1743,2594891
2020-01-11 00:00:00+00:00,95.1743,96.4847,94.6984,96.4465,973870
2020-01-12 00:00:00+00:00,96.4465,97.8846,96.138,97.5868,849513
2020-01-13 00:00:00+00:00,97.5868,98.6632,97.0989,97.6921,1010439
2020-01-14 00:00:00+00:00,97.6921,99.6551,97.2036,99.3666,448824
2020-01-15 00:00:00+00:00,99.3666,100.3375,99.1723,100.0747,737900
2020-01-16 00:00:00+00:00,100.0747,101.6382,98.3077,98.8017,1481857
2020-01-17 00:00:00+00:00,98.8017,99.3673,98.7482,99.3584,777573
2020-01-18 00:00:00+00:00,99.3584,99.7292,97.4584,97.9481,717810
2020-01-19 00:00:00+00:00,97.9481,99.733,97.5049,99.256,1688449
2020-01-20 00:00:00+00:00,99.256,99.53,98.6944,99.1903,1709330
2020-01-21 00:00:00+00:00,99.1903,99.9572,98.4297,98.9243,1229732
2020-01-22 00:00:00+00:00,98.9243,100.9118,97.438,97.9276,833562
2020-01-23 00:00:00+00:00,97.9276,100.0779,97.8225,99.7487,908656
2020-01-24 00:00:00+00:00,99.7487,99.9256,99.2353,99.5265,724945
2020-01-25 00:00:00+00:00,99.5265,99.6118,98.4526,98.8977,671723
2020-01-26 00:00:00+00:00,98.8977,100.9052,97.8934,98.3854,658516
2020-01-27 00:00:00+00:00,98.3854,99.5755,97.8934,99.1827,780967
2020-01-28 00:00:00+00:00,99.1827,100.1376,98.9883,99.7367,661075
2020-01-29 00:00:00+00:00,99.7367,100.5032,99.238,100.3648,535003
2020-01-30 00:00:00+00:00,100.3648,101.4202,100.0154,101.0243,1091727
2020-01-31 00:00:00+00:00,101.0243,106.4698,100.5192,104.3315,1098382
2020-02-01 00:00:00+00:00,104.3315,104.8939,103.2479,103.7065,1974504
2020-02-02 00:00:00+00:00,103.7065,105.3423,102.6153,102.9217,765416
2020-02-03 00:00:00+00:00,102.9217,103.0126,101.4251,101.6819,1125740
2020-02-04 00:00:00+00:00,101.6819,103.1941,101.1848,102.6348,1133245
2020-02-05 00:00:00+00:00,102.6348,106.1972,102.6007,104.3968,903450
2020-02-06 00:00:00+00:00,104.3968,105.0929,103.7065,104.2276,1346803
2020-02-07 00:00:00+00:00,104.2276,104.563,102.4167,102.9314,1363550
2020-02-08 00:00:00+00:00,102.9314,104.7798,101.1668,101.6751,1139927
2020-02-09 00:00:00+00:00,101.6751,103.468,101.1668,102.6812,902799
2020-02-10 00:00:00+00:00,102.6812,104.3531,102.1678,103.8415,866744
2020-02-11 00:00:00+00:00,103.8415,106.0925,103.3603,104.7001,578624
2020-02-12 00:00:00+00:00,104.7001,104.9428,103.1509,103.6692,724432
2020-02-13 00:00:00+00:00,103.6692,104.5206,103.1509,104.04,779734
2020-02-14 00:00:00+00:00,104.04,104.2622,103.7749,104.2313,637890
2020-02-15 00:00:00+00:00,104.2313,104.9011,104.0512,104.583,1192402
2020-02-16 00:00:00+00:00,104.583,106.4094,104.3319,105.9683,1613896
2020-02-17 00:00:00+00:00,105.9683,107.8532,105.4384,106.3336,695430
2020-02-18 00:00:00+00:00,106.3336,107.8102,105.8019,107.4314,1120054
2020-02-19 00:00:00+00:00,107.4314,109.1519,106.8942,107.5497,661236
2020-02-20 00:00:00+00:00,107.5497,108.5255,107.012,108.0266,885176
2020-02-21 00:00:00+00:00,108.0266,109.7579,107.6257,109.064,758713
2020-02-22 00:00:00+00:00,109.064,109.7293,106.1817,106.7153,1272213
2020-02-23 00:00:00+00:00,106.7153,107.6572,105.6831,106.2141,762224
2020-02-24 00:00:00+00:00,106.2141,106.7997,104.9492,105.4766,1498799
2020-02-25 00:00:00+00:00,105.4766,105.7667,103.9574,104.4798,906388
2020-02-26 00:00:00+00:00,104.4798,105.8615,103.5383,104.0586,771174
2020-02-27 00:00:00+00:00,104.0586,106.9537,103.5383,106.4276,605729
2020-02-28 00:00:00+00:00,106.4276,106.608,104.5382,105.0636,1106588
2020-02-29 00:00:00+00:00,105.0636,107.9943,104.5382,106.61,1430591
2020-03-01 00:00:00+00:00,106.61,107.0016,103.9073,103.9616,1115529
2020-03-02 00:00:00+00:00,103.9616,103.9909,103.3869,103.4497,2448640
2020-03-03 00:00:00+00:00,103.4497,104.6818,102.9325,103.7117,1771656
2020-03-04 00:00:00+00:00,103.7117,104.8933,103.1931,104.6368,884254
2020-03-05 00:00:00+00:00,104.6368,105.9265,104.5241,105.7683,880548
2020-03-06 00:00:00+00:00,105.7683,107.2955,105.4473,107.0439,1206687
2020-03-07 00:00:00+00:00,107.0439,107.1769,106.2959,106.4947,715190
2020-03-08 00:00:00+00:00,106.4947,108.0781,105.2391,105.768,1594428
2020-03-09 00:00:00+00:00,105.768,109.0912,105.2391,107.1474,1155624
2020-03-10 00:00:00+00:00,107.1474,107.5166,106.4595,106.8497,1108030
2020-03-11 00:00:00+00:00,106.8497,108.1975,104.3095,104.8337,1316243
2020-03-12 00:00:00+00:00,104.8337,105.2203,102.8961,103.0757,1991986
2020-03-13 00:00:00+00:00,103.0757,104.1463,101.1644,101.6727,1070774
2020-03-14 00:00:00+00:00,101.6727,103.229,101.2429,102.4427,955791
2020-03-15 00:00:00+00:00,102.4427,102.7838,101.9305,102.6708,1828485
2020-03-16 00:00:00+00:00,102.6708,104.0721,102.4829,103.7488,1472586
2020-03-17 00:00:00+00:00,103.7488,104.367,102.7992,103.095,879509
2020-03-18 00:00:00+00:00,103.095,103.6269,102.5796,103.3496,1002077
2020-03-19 00:00:00+00:00,103.3496,105.6886,102.8328,104.3331,1081287
2020-03-20 00:00:00+00:00,104.3331,104.3655,103.3398,103.8591,1155722
2020-03-21 00:00:00+00:00,103.8591,105.0051,103.5709,104.5823,581212
2020-03-22 00:00:00+00:00,104.5823,104.7383,103.4642,103.5582,539564
2020-03-23 00:00:00+00:00,103.5582,103.6332,102.4897,103.0047,701204
2020-03-24 00:00:00+00:00,103.0047,103.0965,102.1962,102.4256,679842
2020-03-25 00:00:00+00:00,102.4256,102.9152,100.1104,100.6135,772959
2020-03-26 00:00:00+00:00,100.6135,101.8025,100.3515,101.36,1289023
2020-03-27 00:00:00+00:00,101.36,101.3771,100.4843,100.6576,934661
2020-03-28 00:00:00+00:00,100.6576,101.2263,100.1543,100.6853,1081726
2020-03-29 00:00:00+00:00,100.6853,101.5489,100.3887,101.4229,612797
2020-03-30 00:00:00+00:00,101.4229,102.5487,101.204,102.1134,831390
2020-03-31 00:00:00+00:00,102.1134,103.6937,101.8393,103.1467,1264786
2020-04-01 00:00:00+00:00,103.1467,103.5924,102.4884,103.0035,1268685
2020-04-02 00:00:00+00:00,103.0035,103.5533,102.1444,102.3605,748391
2020-04-03 00:00:00+00:00,102.3605,102.5048,101.7358,102.2471,1066802
2020-04-04 00:00:00+00:00,102.2471,102.3032,99.2019,99.7004,2409789
2020-04-05 00:00:00+00:00,99.7004,100.1439,97.0803,97.5681,992986
2020-04-06 00:00:00+00:00,97.5681,98.5142,95.1814,95.6597,757846
2020-04-07 00:00:00+00:00,95.6597,96.1132,94.2027,94.2477,932856
2020-04-08 00:00:00+00:00,94.2477,96.3366,94.1777,94.8229,1037559
2020-04-09 00:00:00+00:00,94.8229,95.8627,93.0841,93.5518,941325
2020-04-10 00:00:00+00:00,93.5518,94.0074,92.5657,93.0308,987536
2020-04-11 00:00:00+00:00,93.0308,95.2279,92.5657,94.8699,561368
2020-04-12 00:00:00+00:00,94.8699,95.694,94.3121,94.3726,680415
2020-04-13 00:00:00+00:00,94.3726,95.7228,94.0758,95.4307,942015
2020-04-14 00:00:00+00:00,95.4307,96.7107,93.6413,94.1118,936031
2020-04-15 00:00:00+00:00,94.1118,94.9429,93.549,93.8305,797339
2020-04-16 00:00:00+00:00,93.8305,94.568,92.2171,92.5109,931643
2020-04-17 00:00:00+00:00,92.5109,93.8681,91.5895,92.0497,1024706
2020-04-18 00:00:00+00:00,92.0497,94.6549,91.9369,93.2255,1427273
2020-04-19 00:00:00+00:00,93.2255,93.5372,90.3947,90.849,961092
2020-04-20 00:00:00+00:00,90.849,92.2387,90.3947,91.4509,1173090
2020-04-21 00:00:00+00:00,91.4509,91.9381,90.9937,91.7857,805220
2020-04-22 00:00:00+00:00,91.7857,93.4706,90.5243,90.9792,1257139
2020-04-23 00:00:00+00:00,90.9792,91.8418,88.5897,89.0349,1162174
2020-04-24 00:00:00+00:00,89.0349,89.3088,88.7004,89.139,1413865
2020-04-25 00:00:00+00:00,89.139,89.476,88.4412,88.4416,1330273
2020-04-26 00:00:00+00:00,88.4416,88.8197,87.9994,88.7586,1265534
2020-04-27 00:00:00+00:00,88.7586,89.1288,88.6054,88.7955,961398
2020-04-28 00:00:00+00:00,88.7955,91.3985,88.728,90.9627,1102936
2020-04-29 00:00:00+00:00,90.9627,91.695,90.4184,90.6446,1530208
2020-04-30 00:00:00+00:00,90.6446,90.9748,89.1436,89.2715,770412
2020-05-01 00:00:00+00:00,89.2715,89.555,89.2461,89.5197,777740
2020-05-02 00:00:00+00:00,89.5197,89.898,89.5043,89.8234,1075271
2020-05-03 00:00:00+00:00,89.8234,92.1185,89.3743,91.6816,1180705
2020-05-04 00:00:00+00:00,91.6816,92.9167,91.2231,92.8454,719181
2020-05-05 00:00:00+00:00,92.8454,93.5058,92.508,93.3519,970538
2020-05-06 00:00:00+00:00,93.3519,95.8298,92.8851,95.4319,963099
2020-05-07 00:00:00+00:00,95.4319,96.1334,93.4989,93.7535,412255
2020-05-08 00:00:00+00:00,93.7535,94.0013,92.4496,92.8662,915910
2020-05-09 00:00:00+00:00,92.8662,93.3386,91.2698,91.5925,939012
2020-05-10 00:00:00+00:00,91.5925,92.0796,90.6111,91.0665,937895
2020-05-11 00:00:00+00:00,91.0665,92.5855,89.0495,89.213,1761852
2020-05-12 00:00:00+00:00,89.213,90.5932,88.9835,90.0749,614885
2020-05-13 00:00:00+00:00,90.0749,90.6333,89.6524,89.783,719032
2020-05-14 00:00:00+00:00,89.783,89.9952,87.5764,87.8316,351735
2020-05-15 00:00:00+00:00,87.8316,88.218,86.0787,86.5113,825004
2020-05-16 00:00:00+00:00,86.5113,87.3157,86.0787,86.9267,853630
2020-05-17 00:00:00+00:00,86.9267,88.389,86.4921,88.0341,815470
2020-05-18 00:00:00+00:00,88.0341,90.962,87.5939,90.7186,1557483
2020-05-19 00:00:00+00:00,90.7186,95.208,90.2651,94.78,1410927
2020-05-20 00:00:00+00:00,94.78,96.3307,94.7124,95.3793,1031633
2020-05-21 00:00:00+00:00,95.3793,95.848,93.5124,93.9823,862220
2020-05-22 00:00:00+00:00,93.9823,94.7454,90.6944,91.0322,1507535
2020-05-23 00:00:00+00:00,91.0322,91.5772,91.0293,91.4065,992128
2020-05-24 00:00:00+00:00,91.4065,92.0251,89.983,90.3065,720862
2020-05-25 00:00:00+00:00,90.3065,91.5499,89.3047,89.7535,503335
2020-05-26 00:00:00+00:00,89.7535,90.2112,88.8192,88.941,838177
2020-05-27 00:00:00+00:00,88.941,89.2889,88.5571,88.7611,1352368
2020-05-28 00:00:00+00:00,88.7611,90.2822,88.6602,90.1997,2485852
2020-05-29 00:00:00+00:00,90.1997,90.7259,90.1662,90.4203,1024950
2020-05-30 00:00:00+00:00,90.4203,90.7125,90.0749,90.2133,736282
2020-05-31 00:00:00+00:00,90.2133,90.9962,88.3863,88.8305,622516
2020-06-01 00:00:00+00:00,88.8305,89.9597,86.2012,86.6344,1247051
2020-06-02 00:00:00+00:00,86.6344,86.763,85.9423,86.0123,493691
2020-06-03 00:00:00+00:00,86.0123,87.2702,85.5603,85.9504,1246249
2020-06-04 00:00:00+00:00,85.9504,88.3874,85.7481,88.2679,1386919
2020-06-05 00:00:00+00:00,88.2679,88.9801,88.2426,88.4483,1190665
2020-06-06 00:00:00+00:00,88.4483,91.0684,88.0061,89.7697,915885
2020-06-07 00:00:00+00:00,89.7697,89.8852,88.6621,89.1077,1253546
2020-06-08 00:00:00+00:00,89.1077,90.1555,87.1078,87.5455,1070767
2020-06-09 00:00:00+00:00,87.5455,88.0207,86.0688,86.2948,732531
2020-06-10 00:00:00+00:00,86.2948,86.3369,85.0225,85.3686,2096281
2020-06-11 00:00:00+00:00,85.3686,88.859,85.2376,88.1459,868774
2020-06-12 00:00:00+00:00,88.1459,88.3403,86.9581,87.0741,1363835
2020-06-13 00:00:00+00:00,87.0741,89.1969,86.6388,88.1839,380053
2020-06-14 00:00:00+00:00,88.1839,88.3289,86.5702,87.0052,1666271
2020-06-15 00:00:00+00:00,87.0052,89.3735,86.5702,88.2373,1799494
2020-06-16 00:00:00+00:00,88.2373,90.2773,87.7961,88.756,1012005
2020-06-17 00:00:00+00:00,88.756,89.0336,88.1127,88.5555,1250456
2020-06-18 00:00:00+00:00,88.5555,88.6561,88.22,88.5091,1250328
2020-06-19 00:00:00+00:00,88.5091,88.7133,87.5069,87.6517,773280
2020-06-20 00:00:00+00:00,87.6517,89.1813,87.647,88.2479,1244643
2020-06-21 00:00:00+00:00,88.2479,88.7321,87.5868,87.6553,723647
2020-06-22 00:00:00+00:00,87.6553,87.7639,85.99,86.0661,783877
